CAMIS,Longitude,Latitude,Source,Dataset Date,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,geo_key,ditance,distance
41148107,-73.98404406,40.73927182,TIGER/ArcMap,5/15/2015,HIDDEN CITY CAFE,MANHATTAN,145       ,EAST   23 STREET                                  ,10010.0,2129796161,Café/Coffee/Tea,12/18/2012,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,26.0,A,12/18/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.739271819999999, -73.984044060000002)",0.443643767386,0.443643767386
41148473,-74.0076288,40.74305054,TIGER/ArcMap,5/15/2015,DEL POSTO RISTORANTE,MANHATTAN,85        ,10 AVENUE                                         ,10011.0,2124978090,Italian,09/07/2011,Violations were cited in the following area(s).,10H,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,13.0,A,09/07/2011,07/04/2015,Cycle Inspection / Initial Inspection,"(40.743050539999999, -74.007628799999992)",0.476566906413,0.476566906413
41148766,-73.99299099,40.73669944,TIGER/ArcMap,5/15/2015,TOCQUEVILLE RESTAURANT,MANHATTAN,3,EAST   15 STREET,10003.0,2126471515,French,10/28/2013,Violations were cited in the following area(s).,10J,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,29.0,A,10/28/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.736699440000002, -73.992990989999996)",0.212160586786,0.212160586786
41149373,-73.98029652,40.77523724,TIGER/ArcMap,5/15/2015,EMPIRE SZECHUAN KYOTO,MANHATTAN,193,COLUMBUS AVENUE,10023.0,2124968778,Chinese/Japanese,12/13/2012,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,34.0,C,12/13/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.775237240000003, -73.980296519999996)",0.489890611828,0.489890611828
41149653,-73.98329888,40.75776724,TIGER/ArcMap,5/15/2015,O'BRIENS,MANHATTAN,134       ,WEST   46 STREET                                  ,10036.0,2123911516,Irish,12/01/2014,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,26.0,Z,12/01/2014,07/04/2015,Inter-Agency Task Force / Initial Inspection,"(40.75776724, -73.983298880000007)",0.41700659927,0.41700659927
41150606,-73.9833608,40.75116458,TIGER/ArcMap,5/15/2015,CAFE BONJOUR DELI & PIZZA,MANHATTAN,18,WEST 38 STREET,10018.0,2125757070,American ,12/16/2013,Violations were cited in the following area(s).,16B,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,46.0,B,08/10/2012,07/04/2015,Trans Fat / Initial Inspection,"(40.751164580000001, -73.9833608)",0.395456207494,0.395456207494
41151163,-73.990814,40.76103292,TIGER/ArcMap,5/15/2015,GALAXY  DINER,MANHATTAN,665,9 AVENUE,10036.0,2125864885,American ,11/20/2012,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,27.0,B,11/15/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.761032919999998, -73.990814)",0.473370291886,0.473370291886
41152216,-73.98260892,40.73140979,TIGER/ArcMap,5/15/2015,PAPAYA DOG,MANHATTAN,239       ,1 AVENUE                                                                                            ,10003.0,6466547010,Hotdogs,12/18/2014,Violations were cited in the following area(s).,22C,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,32.0,Z,12/18/2014,07/04/2015,Cycle Inspection / Reopening Inspection,"(40.731409790000001, -73.982608920000004)",0.446341777401,0.446341777401
41152867,-73.99283322,40.74784694,TIGER/ArcMap,5/15/2015,GUY & GALLARD,MANHATTAN,339,7 AVENUE,10001.0,2122797373,Sandwiches/Salads/Mixed Buffet,10/20/2014,Violations were cited in the following area(s).,10I,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,19.0,A,10/20/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.747846940000002, -73.992833219999994)",0.122244825304,0.122244825304
41152996,-73.98358453,40.76563142,TIGER/ArcMap,5/15/2015,LUIGIS PIZZA,MANHATTAN,936,8 AVENUE,10019.0,2122657159,Pizza,12/16/2014,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,43.0,B,12/16/2014,07/04/2015,Trans Fat / Initial Inspection,"(40.765631419999998, -73.983584530000002)",0.2002937141,0.2002937141
41153655,-73.94980053,40.80201203,TIGER/ArcMap,5/15/2015,JUMBOS HAMBURGER,MANHATTAN,112,WEST  116 STREET,10026.0,2126659600,Hamburgers,10/21/2014,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,35.0,B,10/21/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.80201203, -73.949800530000005)",0.472776203235,0.472776203235
41153717,-73.91304324,40.81423888,TIGER/ArcMap,5/15/2015,FRESCO PIZZA AND PASTA,BRONX,560,EAST  149 STREET,10455.0,7182925744,Pizza/Italian,12/05/2012,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,37.0,B,12/05/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.814238879999998, -73.913043239999993)",0.278783365108,0.278783365108
41154194,-73.99877947,40.67622341,TIGER/ArcMap,5/15/2015,NATURALLY DELICIOUS CATERERS,BROOKLYN,487,COURT STREET,11231.0,7182373727,American ,03/03/2015,Violations were cited in the following area(s).,15L,Thawing procedures improper.,Not Critical,16.0,A,03/03/2015,07/04/2015,Smoke-Free Air Act / Re-inspection,"(40.676223409999999, -73.998779470000002)",0.343026378465,0.343026378465
41154226,-74.00152114,40.73206597,TIGER/ArcMap,5/15/2015,LAS RAMBLAS,MANHATTAN,170,WEST    4 STREET,10014.0,6464157924,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",05/13/2014,Violations were cited in the following area(s).,10F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,13.0,A,05/13/2014,07/04/2015,Cycle Inspection / Initial Inspection,"(40.732065970000001, -74.001521139999994)",0.39755538287,0.39755538287
41154623,-73.98226446,40.75082746,TIGER/ArcMap,5/15/2015,BUTTERFILED 8,MANHATTAN,5,EAST   38 STREET,10016.0,2126790646,American ,09/05/2014,Violations were cited in the following area(s).,10F,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,22.0,A,08/26/2013,07/04/2015,Inter-Agency Task Force / Initial Inspection,"(40.750827459999996, -73.982264459999996)",0.45665891888,0.45665891888
41155140,-74.00775472,40.71636454,TIGER/ArcMap,5/15/2015,BLAUE GANS,MANHATTAN,139,DUANE STREET,10013.0,2125718880,German,09/24/2013,Violations were cited in the following area(s).,22A,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,37.0,Z,09/24/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.716364540000001, -74.007754719999994)",0.142223380181,0.142223380181
41155290,-73.99163524,40.75968378,TIGER/ArcMap,5/15/2015,CHIPOTLE MEXICAN GRILL,MANHATTAN,620,9 AVENUE,10036.0,2122473275,Tex-Mex,08/01/2013,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13.0,A,08/01/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.759683780000003, -73.991635239999994)",0.389844232998,0.389844232998
41156294,-73.98975208,40.75547545,TIGER/ArcMap,5/15/2015,TELEON CAFE,MANHATTAN,264       ,WEST   40 STREET                                                                                    ,10018.0,2125753838,American ,09/13/2012,Violations were cited in the following area(s).,10F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,36.0,B,09/13/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.755475449999999, -73.989752080000002)",0.0864961484462,0.0864961484462
41156951,-74.00682861,40.74072945,TIGER/ArcMap,5/15/2015,VALBELLA N.Y.,MANHATTAN,421       ,WEST   13 STREET                                  ,10014.0,2126457777,Italian,10/10/2012,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,29.0,C,08/28/2014,07/04/2015,Trans Fat / Initial Inspection,"(40.740729450000003, -74.006828609999999)",0.335969336519,0.335969336519
41156888,-73.98530735,40.74620344,TIGER/ArcMap,5/15/2015,JUNI,MANHATTAN,12,EAST   31 STREET,10016.0,2128896363,American ,09/19/2014,Violations were cited in the following area(s).,08A,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",Not Critical,25.0,A,09/19/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.746203440000002, -73.985307349999999)",0.483553937591,0.483553937591
41156869,-73.95681489,40.80232414,TIGER/ArcMap,5/15/2015,ZOMA,MANHATTAN,2084,FREDRICK DOUGLAS BOULEVARD,10026.0,2126620620,Ethiopian,11/01/2013,Violations were cited in the following area(s).,10J,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not Critical,24.0,A,08/28/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.802324140000003, -73.956814890000004)",0.149437950236,0.149437950236
41157511,-73.98494075,40.75994848,TIGER/ArcMap,5/15/2015,MORGAN STANLEY,MANHATTAN,1585      ,BROADWAY                                          ,10036.0,2127614043,American ,12/21/2012,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,12/21/2012,07/04/2015,Cycle Inspection / Initial Inspection,"(40.759948479999998, -73.984940750000007)",0.468421984857,0.468421984857
41158071,-73.99057,40.68645598,TIGER/ArcMap,5/15/2015,CARROLL GARDENS CLASSIC DINER,BROOKLYN,155,SMITH STREET,11201.0,7184039940,American ,12/23/2014,Violations were cited in the following area(s).,22C,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,61.0,Z,12/23/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.686455979999998, -73.990569999999991)",0.485373247916,0.485373247916
41158064,-73.9924157,40.72860908,TIGER/ArcMap,5/15/2015,COLORS RESTAURANT,MANHATTAN,417,LAFAYETTE STREET,10003.0,2127778443,American ,11/30/2012,Violations were cited in the following area(s).,10F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,24.0,B,11/12/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.728609079999998, -73.992415699999995)",0.437969699405,0.437969699405
41158485,-74.00788964,40.71269878,TIGER/ArcMap,5/15/2015,DUNKIN' DONUTS,MANHATTAN,5,PARK PLACE,10007.0,2127320406,Donuts,11/21/2012,Violations were cited in the following area(s).,10F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,20.0,A,11/21/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.712698779999997, -74.007889640000002)",0.381654793042,0.381654793042
41159177,-73.9852558,40.73202904,TIGER/ArcMap,5/15/2015,PROFESSOR THOM'S,MANHATTAN,219,2 AVENUE,10003.0,2122609480,American ,12/30/2014,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,35.0,B,12/30/2014,07/04/2015,Trans Fat / Initial Inspection,"(40.73202904, -73.98525579999999)",0.306628111327,0.306628111327
41159730,-73.98816272,40.73466957,TIGER/ArcMap,5/15/2015,SHADES OF GREEN,MANHATTAN,125,EAST   15 STREET,10003.0,2126741394,American ,12/18/2013,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,19.0,B,12/18/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.734669570000001, -73.988162720000005)",0.0938640099019,0.0938640099019
41159798,-74.00735339,40.74320008,TIGER/ArcMap,5/15/2015,MORIMOTO NY,MANHATTAN,88,10 AVENUE,10011.0,2129894639,Japanese,10/08/2013,Violations were cited in the following area(s).,10J,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,34.0,A,07/02/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.743200080000001, -74.007353390000006)",0.475247755402,0.475247755402
41159801,-74.00477228,40.74188791,TIGER/ArcMap,5/15/2015,BUDDAKAN,MANHATTAN,75,9 AVENUE,10011.0,2129896699,Asian,12/27/2013,Violations were cited in the following area(s).,15I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,14.0,A,11/29/2012,07/04/2015,Smoke-Free Air Act / Initial Inspection,"(40.741887910000003, -74.004772279999997)",0.32361703833,0.32361703833
41160885,-73.99867297,40.71418329,TIGER/ArcMap,5/15/2015,HOP LEE RESTARANT,MANHATTAN,16,MOTT STREET,10013.0,2129626475,Chinese,09/18/2014,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,31.0,A,09/18/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.714183290000001, -73.998672970000001)",0.403094403439,0.403094403439
41162067,-73.99240425,40.75353048,TIGER/ArcMap,5/15/2015,CHEF YU / AZUKI,MANHATTAN,520       ,8 AVENUE                                          ,10018.0,2127366150,Chinese,12/16/2013,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,61.0,C,10/25/2011,07/04/2015,Cycle Inspection / Re-inspection,"(40.753530480000002, -73.992404250000007)",0.147968968352,0.147968968352
41162660,-73.99744108,40.71720414,TIGER/ArcMap,5/15/2015,GRAND HARMONY RESTAURANT,MANHATTAN,98,MOTT STREET,10013.0,2122266603,Chinese,12/18/2012,Violations were cited in the following area(s).,10J,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,110.0,B,12/18/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.71720414, -73.997441080000002)",0.278321646304,0.278321646304
41162796,-73.9898802,40.73775669,TIGER/ArcMap,5/15/2015,ABC KITCHEN,MANHATTAN,35,EAST   18 STREET,10003.0,2124755829,American ,12/18/2013,Violations were cited in the following area(s).,22C,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13.0,A,12/10/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.737756689999998, -73.989880200000002)",0.212814867773,0.212814867773
41163019,-73.99764709,40.67889645,TIGER/ArcMap,5/15/2015,ABILENE,BROOKLYN,442,COURT STREET,11231.0,7185226900,American ,12/15/2011,Violations were cited in the following area(s).,99B,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,60.0,P,12/15/2011,07/04/2015,Trans Fat / Initial Inspection,"(40.678896450000003, -73.997647090000001)",0.167514656622,0.167514656622
41163209,-73.99576854,40.73947075,TIGER/ArcMap,5/15/2015,CREMA,MANHATTAN,111,WEST   17 STREET,10011.0,2126914477,Mexican,12/23/2013,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,27.0,B,10/06/2014,07/04/2015,Trans Fat / Initial Inspection,"(40.739470750000002, -73.99576854)",0.330862519142,0.330862519142
41163361,-73.92697188,40.81115271,TIGER/ArcMap,5/15/2015,ANGIE'S CAFE PIZZA,BRONX,2559,3 AVENUE,10451.0,7182923606,Pizza,12/10/2014,Violations were cited in the following area(s).,10H,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,47.0,C,12/10/2014,07/04/2015,Cycle Inspection / Reopening Inspection,"(40.811152710000002, -73.926971879999996)",0.498759284397,0.498759284397
41163829,-73.98903677,40.74628662,TIGER/ArcMap,5/15/2015,ISLAND GLEN USA,MANHATTAN,51,WEST   29 STREET,10001.0,2122132838,Korean,11/25/2013,Violations were cited in the following area(s).,22C,Thawing procedures improper.,Not Critical,21.0,A,11/25/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.746286619999999, -73.989036769999998)",0.321635054134,0.321635054134
41164678,-73.98319034,40.75772112,TIGER/ArcMap,5/15/2015,NIOS RESTAURANT,MANHATTAN,130,WEST   46 STREET,10036.0,2124852999,American ,12/18/2014,Violations were cited in the following area(s).,22A,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,68.0,Z,12/18/2014,07/04/2015,Cycle Inspection / Second Compliance Inspection,"(40.757721119999999, -73.983190339999993)",0.419793804275,0.419793804275
41164840,-73.98067002,40.77491901,TIGER/ArcMap,5/15/2015,LA TRAVIATA PIZZA,MANHATTAN,101,WEST   68 STREET,10023.0,2127211101,Pizza,11/18/2014,Violations were cited in the following area(s).,16B,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,31.0,A,11/18/2014,07/04/2015,Trans Fat / Re-inspection,"(40.774919009999998, -73.980670020000005)",0.465101557434,0.465101557434
41165623,-73.99404741,40.73003518,TIGER/ArcMap,5/15/2015,PIZZA MERCATO,MANHATTAN,11        ,WAVERLY PLACE                                     ,10003.0,2124208432,Pizza,12/23/2014,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,20.0,A,12/23/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.730035180000002, -73.994047409999993)",0.385548314665,0.385548314665
41165588,-73.98942628,40.73417443,TIGER/ArcMap,5/15/2015,DUNKIN' DONUTS,MANHATTAN,110       ,EAST   14 STREET                                  ,10003.0,2124433611,Donuts,10/14/2011,Violations were cited in the following area(s).,10F,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not Critical,19.0,A,10/14/2011,07/04/2015,Cycle Inspection / Re-inspection,"(40.734174430000003, -73.989426280000004)",0.0440690969214,0.0440690969214
41165642,-73.99121063,40.68574746,TIGER/ArcMap,5/15/2015,PANE E VINO,BROOKLYN,174,SMITH STREET,11201.0,7185011010,Italian,12/31/2011,Violations were cited in the following area(s).,20E,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,15.0,A,11/22/2011,07/04/2015,Trans Fat / Second Compliance Inspection,"(40.685747460000002, -73.991210629999998)",0.42633965196,0.42633965196
41165980,-73.97763246,40.7638335,TIGER/ArcMap,5/15/2015,ZIBETTO ESPRESSO BAR,MANHATTAN,1385,6 AVENUE,10019.0,6467070505,Café/Coffee/Tea,12/07/2013,Violations were cited in the following area(s).,16B,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,10.0,A,09/18/2013,07/04/2015,Trans Fat / Second Compliance Inspection,"(40.763833500000004, -73.977632459999995)",0.378890169956,0.378890169956
41166779,-73.99006026,40.74100533,TIGER/ArcMap,5/15/2015,EISENBERG'S SANDWICH SHOP,MANHATTAN,174,5 AVENUE,10010.0,2126750276,Sandwiches,09/30/2013,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,32.0,B,09/30/2013,07/04/2015,Trans Fat / Initial Inspection,"(40.74100533, -73.990060260000007)",0.436984562806,0.436984562806
41167449,-73.98900683,40.75333006,TIGER/ArcMap,5/15/2015,SUBWAY,MANHATTAN,512       ,7 AVENUE                                          ,10018.0,2122210422,Sandwiches,08/14/2012,Violations were cited in the following area(s).,10F,Thawing procedures improper.,Not Critical,16.0,A,08/14/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.753330060000003, -73.989006829999994)",0.0724424566007,0.0724424566007
41168107,-73.99598335,40.74417862,TIGER/ArcMap,5/15/2015,GOTHAM COMEDY CLUB,MANHATTAN,208,WEST   23 STREET,10011.0,2123679000,American ,12/26/2012,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,26.0,A,09/03/2013,07/04/2015,Smoke-Free Air Act / Initial Inspection,"(40.74417862, -73.995983350000003)",0.395919562598,0.395919562598
41168754,-73.98055668,40.75510594,TIGER/ArcMap,5/15/2015,KELLARI TAVERNA,MANHATTAN,19        ,WEST   44 STREET                                  ,10036.0,2122210144,Greek,12/22/2014,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,40.0,B,12/22/2014,07/04/2015,Trans Fat / Initial Inspection,"(40.75510594, -73.980556680000007)",0.48545683574,0.48545683574
41169052,-73.98799629,40.75641473,TIGER/ArcMap,5/15/2015,DAVE & BUSTER'S,MANHATTAN,234,WEST   42 STREET,10036.0,6464952015,American ,09/30/2014,Violations were cited in the following area(s).,10F,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not Critical,28.0,B,09/30/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.756414730000003, -73.987996289999998)",0.17668222424,0.17668222424
41169306,-73.99063482,40.75618904,TIGER/ArcMap,5/15/2015,JAMBA JUICE,MANHATTAN,625,8 AVENUE,10018.0,2129475105,"Juice, Smoothies, Fruit Salads",12/08/2014,Violations were cited in the following area(s).,10F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,29.0,A,12/04/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.756189040000002, -73.990634819999997)",0.143708929,0.143708929
41169754,-73.98138462,40.76354851,TIGER/ArcMap,5/15/2015,CAFE METRO,MANHATTAN,839,7 AVENUE,10019.0,2125862626,Café/Coffee/Tea,12/23/2013,Violations were cited in the following area(s).,10F,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,19.0,A,12/23/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.76354851, -73.98138462)",0.32546491336,0.32546491336
41170127,-73.91683452,40.81796484,TIGER/ArcMap,5/15/2015,GAR PIZZERIA,BRONX,626,MELROSE AVENUE,10455.0,7182927042,Pizza/Italian,12/18/2012,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,11.0,A,12/18/2012,07/04/2015,Cycle Inspection / Initial Inspection,"(40.817964840000002, -73.916834519999995)",0.136886366459,0.136886366459
41170720,-73.98221349,40.76764579,TIGER/ArcMap,5/15/2015,BOUCHON BAKERY,MANHATTAN,10        ,COLUMBUS CIRCLE                                   ,10019.0,2128239363,French,11/07/2013,Violations were cited in the following area(s).,10F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,27.0,B,11/07/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.767645790000003, -73.982213490000007)",0.0440883117558,0.0440883117558
41171296,-73.99451867,40.73141827,TIGER/ArcMap,5/15/2015,KIIN THAI EATERY,MANHATTAN,36,EAST    8 STREET,10003.0,2125292363,Thai,10/10/2014,Violations were cited in the following area(s).,10H,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,38.0,B,09/23/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.731418269999999, -73.994518670000005)",0.328512718229,0.328512718229
41171936,-74.0076288,40.74305054,TIGER/ArcMap,5/15/2015,COLICCHIO & SONS,MANHATTAN,85        ,10 AVENUE                                         ,10011.0,2124006699,American ,11/13/2013,Violations were cited in the following area(s).,22A,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,31.0,Z,11/13/2013,07/04/2015,Trans Fat / Initial Inspection,"(40.743050539999999, -74.007628799999992)",0.476566906413,0.476566906413
41171827,-73.99015053,40.74172609,TIGER/ArcMap,5/15/2015,LENWICH,MANHATTAN,16,WEST 23 STREET,10010.0,2124624433,Sandwiches/Salads/Mixed Buffet,07/10/2014,Violations were cited in the following area(s).,10F,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not Critical,25.0,B,07/10/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.74172609, -73.990150529999994)",0.486793903949,0.486793903949
41172104,-74.00738038,40.74346926,TIGER/ArcMap,5/15/2015,BOWERY EATS (BOWERY KITCHEN APPLIANCE),MANHATTAN,460,WEST   16 STREET,10011.0,2123764982,American ,12/12/2014,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,20.0,C,12/12/2014,07/04/2015,Cycle Inspection / Reopening Inspection,"(40.743469259999998, -74.007380380000001)",0.490738909824,0.490738909824
41172507,-73.98761418,40.76010336,TIGER/ArcMap,5/15/2015,CARVE UNIQUE SANDWICHES,MANHATTAN,760       ,8 AVENUE                                          ,10036.0,2127304949,Sandwiches,02/20/2014,Violations were cited in the following area(s).,22C,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,12.0,A,02/20/2014,07/04/2015,Cycle Inspection / Initial Inspection,"(40.760103360000002, -73.987614179999994)",0.420810586652,0.420810586652
41172672,-73.99095497,40.75598464,TIGER/ArcMap,5/15/2015,WENG'S PALACE,MANHATTAN,304,WEST   40 STREET,10018.0,2128686868,Chinese,12/20/2012,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,30.0,B,12/20/2012,07/04/2015,Trans Fat / Initial Inspection,"(40.755984640000001, -73.990954970000004)",0.137444501187,0.137444501187
41172734,-73.98578483,40.75755117,TIGER/ArcMap,5/15/2015,JUNIOR'S RESTAURANT,MANHATTAN,1515      ,BROADWAY                                          ,10036.0,2123022000,American ,12/18/2014,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,40.0,A,12/18/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.757551169999999, -73.98578483)",0.309408672022,0.309408672022
41173328,-73.98808946,40.75657948,TIGER/ArcMap,5/15/2015,DALLAS BBQ,MANHATTAN,241,WEST 42 STREET,10036.0,2122219000,Barbecue,12/22/2011,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,41.0,B,12/22/2011,07/04/2015,Smoke-Free Air Act / Initial Inspection,"(40.756579479999999, -73.988089459999998)",0.184167850603,0.184167850603
41174180,-74.00999406,40.72076749,TIGER/ArcMap,5/15/2015,GREENWICH ST TAVERN,MANHATTAN,399,GREENWICH STREET,10013.0,2123347827,American ,12/12/2014,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,32.0,B,10/18/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.72076749, -74.009994059999997)",0.268635233058,0.268635233058
41174419,-73.97648592,40.76307988,TIGER/ArcMap,5/15/2015,K-BAP,MANHATTAN,62        ,WEST   56 STREET                                  ,10019.0,9176393814,Korean,11/27/2012,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,42.0,C,08/16/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.763079879999999, -73.976485920000002)",0.456807040166,0.456807040166
41175577,-73.98995201,40.68349643,TIGER/ArcMap,5/15/2015,MARIO'S PIZZERIA,BROOKLYN,222       ,HOYT STREET                                       ,11217.0,7186243371,Pizza,10/30/2013,Violations were cited in the following area(s).,16B,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,19.0,A,10/30/2013,07/04/2015,Trans Fat / Initial Inspection,"(40.683496429999998, -73.989952009999996)",0.346718499946,0.346718499946
41175881,-74.00551433,40.73908958,TIGER/ArcMap,5/15/2015,FATTY CRAB,MANHATTAN,643,HUDSON STREET,10014.0,2123523592,Asian,11/20/2013,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,25.0,B,11/20/2013,07/04/2015,Trans Fat / Second Compliance Inspection,"(40.739089579999998, -74.005514329999997)",0.218840316526,0.218840316526
